what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1336714483379
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336714491404
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714562671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714566827
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336714611450
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714633319
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714633491
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714636869
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714637054
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336714639292
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714642303
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714659655
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1336714665944
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1336714666091
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1336714666178
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336714669806
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1336714669806
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336714677958
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336714684971
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714686531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714709316
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714724125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336714749951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336715074716
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715117019
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715117157
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715136574
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715136731
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715152143
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715152292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336715156221
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715158357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715182422
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715388262
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715522081
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715533753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715708543
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336715733966
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336715743547
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336715896612
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716164238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716184486
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716184574
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716200623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716223450
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336716229384
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336716364363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717461010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717469353
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717608125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336717645903
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336717685717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717687159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717778739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717805030
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336717927409
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336717955428
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1336717976475
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718003024
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718035234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718046196
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718084343
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1336718086486
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336718107723
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718111467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718119612
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718121042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718152757
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1336718154108
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336718175494
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718183937
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718500854
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718522031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718522141
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718527350
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718527449
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718544995
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718563158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718572813
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718620774
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718641866
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718719371
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718719470
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336718721759
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718723597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718750227
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1336718754617
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336718781646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719035277
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336719039158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719074484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719161560
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719165037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719223552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719234725
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719234867
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1336719244104
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1336719246005
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1336719248387
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336719261834
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719270093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719272450
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336719274591
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719297029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336719297185
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336719304605
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1336719308003
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1336719311819
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336719313660
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336719318460
